item_id,order_id,product_id,quantity,unit_price,discount_amount
129,129,260,1,144.77,0
130,130,335,1,98.54,0
131,131,316,2,66.15,0
132,132,230,1,35.56,0
133,133,11,1,23.62,20
134,134,190,3,42.85,0
135,135,304,1,58.36,10
136,136,485,1,22.62,0
137,137,45,1,198.91,20
138,138,12,2,108.65,5
139,139,277,1,111.46,0
140,140,449,1,126.46,5
141,141,398,1,61.59,10
142,142,206,1,22.24,0
143,143,276,1,174.01,0
144,144,396,1,136.42,0
145,145,46,3,121.01,10
146,146,397,1,78.73,10
147,147,324,1,140.46,5
148,148,120,1,115.47,15
149,149,166,1,124.5,0
150,150,360,1,88.72,0
151,151,411,1,198.2,0
152,152,220,1,136.0,10
153,153,242,1,112.31,20
154,154,452,3,95.65,0
155,155,24,1,151.47,0
156,156,314,3,40.68,5
157,157,15,1,117.08,0
158,158,120,1,158.14,10
159,159,378,3,192.19,0
160,160,402,1,39.09,10
161,161,24,1,173.43,5
162,162,443,1,132.77,0
163,163,351,2,196.76,5
164,164,239,1,147.86,0
165,165,481,1,182.12,0
166,166,414,3,67.69,0
167,167,180,2,181.48,5
168,168,270,1,98.21,10
169,169,186,1,79.94,5
170,170,117,1,57.4,0
171,171,424,1,71.26,0
172,172,471,1,35.33,0
173,173,79,3,145.67,10
174,174,351,3,49.52,5
175,175,111,2,187.61,15
176,176,78,1,198.96,10
177,177,176,1,137.3,0
178,178,443,1,130.0,15
179,179,234,3,116.49,0
180,180,49,1,174.59,15
181,181,76,1,160.89,5
182,182,206,1,54.69,10
183,183,17,1,121.85,0
184,184,179,1,97.99,5
185,185,96,1,58.36,0
186,186,154,2,172.63,10
187,187,280,1,20.94,10
188,188,161,1,173.62,0
189,189,476,2,177.65,0
190,190,205,1,93.75,0
191,191,468,1,162.75,0
192,192,322,2,51.2,5
193,193,285,1,101.98,5
194,194,500,1,120.19,5
195,195,86,2,146.62,5
196,196,176,1,62.05,0
197,197,293,1,153.62,10
198,198,381,1,36.31,0
199,199,214,1,111.34,0
200,200,175,2,54.24,0
201,201,181,2,104.22,0
202,202,397,1,129.13,0
203,203,492,1,120.52,0
204,204,82,1,21.22,0
205,205,187,1,29.64,10
206,206,56,1,110.46,5
207,207,131,1,184.88,0
208,208,423,1,100.08,0
209,209,50,3,158.57,0
210,210,119,1,51.74,10
211,211,210,1,106.28,5
212,212,50,1,184.88,20
213,213,432,1,120.14,0
214,214,354,3,42.78,20
215,215,470,1,69.16,0
216,216,461,1,107.59,0
217,217,279,1,109.98,0
218,218,166,1,54.9,5
219,219,98,1,98.76,10
220,220,325,1,97.17,20
221,221,153,2,106.15,5
222,222,370,2,126.84,10
223,223,170,1,141.54,0
224,224,362,1,141.62,0
225,225,460,1,76.07,20
226,226,101,1,114.58,5
227,227,415,3,68.53,5
228,228,312,1,178.27,0
229,229,373,1,88.87,0
230,230,283,2,138.14,10
231,231,203,3,31.06,0
232,232,166,1,25.52,5
233,233,188,1,60.18,0
234,234,76,1,129.54,10
235,235,150,1,152.5,10
236,236,396,1,171.1,10
237,237,45,1,89.52,0
238,238,432,1,77.87,15
239,239,223,1,104.55,0
240,240,344,3,193.08,15
241,241,496,1,41.61,0
242,242,342,1,176.62,20
243,243,168,1,111.87,5
244,244,12,1,51.34,10
245,245,380,1,92.83,10
246,246,83,2,84.2,5
247,247,102,1,56.58,0
248,248,217,1,173.57,0
249,249,490,1,70.48,5
250,250,141,1,134.43,0
251,251,482,3,78.09,15
252,252,300,1,185.86,0
253,253,7,2,115.94,0
254,254,486,1,34.12,5
255,255,145,1,165.22,0
256,256,56,1,148.79,15
257,257,110,1,153.45,10
258,258,24,1,119.13,10
259,259,101,3,141.5,10
260,260,475,1,144.7,5
261,261,166,1,50.5,0
262,262,187,1,146.1,5
263,263,444,1,73.02,0
264,264,21,2,37.26,0
265,265,38,1,34.65,0
266,266,280,2,197.3,0
267,267,317,1,167.8,10
268,268,329,1,123.93,10
269,269,317,1,151.94,0
270,270,422,2,25.29,20
271,271,313,3,47.02,0
272,272,300,1,109.72,20
273,273,387,1,49.19,5
274,274,134,1,119.99,5
275,275,330,1,26.73,0
276,276,78,3,101.98,0
277,277,244,1,78.51,15
278,278,94,2,66.11,0
279,279,67,2,46.78,5
280,280,238,1,27.81,15
281,281,99,1,170.15,0
282,282,465,1,122.02,10
283,283,400,2,35.28,0
284,284,350,1,70.87,5
285,285,261,1,130.51,5
286,286,421,1,30.46,0
287,287,59,2,128.46,20
288,288,477,2,194.74,10
289,289,432,1,86.22,10
290,290,314,1,87.59,5
291,291,464,1,69.15,0
292,292,428,1,159.83,5
293,293,64,1,84.75,0
294,294,421,1,157.58,10
295,295,66,1,103.56,10
296,296,115,2,81.74,10
297,297,96,1,41.02,5
298,298,288,1,96.55,0
299,299,348,1,92.33,5
300,300,328,1,105.89,0
301,301,466,2,33.06,0
302,302,477,3,94.01,0
303,303,18,1,105.82,0
304,304,401,2,198.87,0
305,305,8,1,44.53,5
306,306,96,3,196.82,10
307,307,226,3,108.37,0
308,308,343,3,55.61,15
309,309,405,2,152.04,0
310,310,151,1,81.38,5
311,311,478,1,158.27,10
312,312,208,1,144.34,5
313,313,207,1,157.65,10
314,314,456,1,29.68,0
315,315,66,2,116.55,0
316,316,208,2,72.27,5
317,317,238,1,141.23,5
318,318,34,1,166.36,5
319,319,309,1,131.5,0
320,320,299,1,139.88,0
321,321,145,1,94.45,15
322,322,174,1,87.48,15
323,323,225,3,34.56,20
324,324,229,1,155.51,0
325,325,463,1,29.79,5
326,326,23,1,175.67,10
327,327,342,3,42.97,5
328,328,63,1,133.35,0
329,329,250,1,189.63,0
330,330,431,1,47.67,5
331,331,219,1,42.68,0
332,332,194,1,35.8,0
333,333,443,1,77.8,0
334,334,350,2,63.77,5
335,335,36,3,110.6,5
336,336,26,1,180.58,0
337,337,55,2,38.73,10
338,338,500,1,43.81,15
339,339,470,1,159.75,0
340,340,469,1,46.8,20
341,341,205,1,136.43,5
342,342,227,3,177.89,10
343,343,478,1,25.11,10
344,344,338,1,34.66,0
345,345,267,1,88.56,10
346,346,475,1,116.29,0
347,347,23,2,123.62,0
348,348,275,2,188.04,0
349,349,143,1,80.17,10
350,350,155,2,33.91,0
351,351,207,2,187.69,5
352,352,71,1,104.22,0
353,353,33,1,40.47,0
354,354,355,2,135.36,0
355,355,424,1,187.45,0
356,356,423,2,54.51,15
357,357,426,2,129.8,0
358,358,266,2,173.11,0
359,359,134,1,104.31,0
360,360,189,1,128.75,5
361,361,267,1,188.06,10
362,362,9,1,125.3,5
363,363,409,1,63.5,5
364,364,194,1,135.51,0
365,365,192,1,22.86,5
366,366,302,2,156.07,0
367,367,282,1,36.24,15
368,368,218,1,166.7,5
369,369,337,1,64.28,0
370,370,427,1,198.29,0
371,371,57,1,157.68,0
372,372,55,1,75.12,20
373,373,368,3,127.24,20
374,374,11,2,73.7,5
375,375,111,1,40.13,5
376,376,473,1,164.04,5
377,377,76,1,87.06,0
378,378,353,1,60.67,0
379,379,242,1,68.81,15
380,380,273,1,103.65,5
381,381,185,1,38.01,0
382,382,203,1,135.27,5
383,383,315,1,157.65,5
384,384,101,2,120.63,10
385,385,31,1,66.39,10
386,386,121,1,156.95,0
387,387,129,3,123.68,5
388,388,190,1,78.53,0
389,389,443,1,24.89,0
390,390,164,1,66.82,5
391,391,446,2,38.58,0
392,392,253,1,35.34,0
393,393,183,1,119.35,15
394,394,262,1,43.56,10
395,395,43,1,99.1,0
396,396,181,1,100.5,10
397,397,279,1,43.81,0
398,398,351,2,43.93,0
399,399,355,2,197.93,10
400,400,291,1,81.21,5
401,401,94,2,145.4,10
402,402,324,1,148.9,0
403,403,94,3,190.27,5
404,404,69,1,107.62,20
405,405,312,1,174.14,0
406,406,329,1,137.63,0
407,407,145,1,172.76,10
408,408,394,3,184.68,0
409,409,450,1,68.31,10
410,410,327,2,115.83,0
411,411,130,1,55.31,0
412,412,465,1,32.38,20
413,413,28,2,179.07,0
414,414,266,1,180.15,0
415,415,299,1,95.51,0
416,416,188,2,25.75,0
417,417,435,1,120.34,10
418,418,341,1,72.25,5
419,419,246,1,189.55,5
420,420,27,1,40.56,0
421,421,354,1,169.37,10
422,422,30,1,195.88,0
423,423,332,1,41.72,10
424,424,334,2,160.44,0
425,425,98,2,50.69,10
426,426,265,2,125.62,0
427,427,239,1,75.59,15
428,428,318,2,92.66,0
429,429,99,3,186.27,0
430,430,492,1,178.5,0
431,431,170,1,133.76,0
432,432,237,1,140.18,5
433,433,95,1,168.99,5
434,434,240,1,95.64,15
435,435,211,1,97.13,0
436,436,79,1,77.34,15
437,437,470,1,89.62,0
438,438,275,1,44.43,5
439,439,200,1,101.52,10
440,440,120,1,110.72,0
441,441,44,2,183.59,0
442,442,39,1,97.05,0
443,443,32,1,104.16,5
444,444,5,1,117.4,10
445,445,73,1,110.11,5
446,446,55,2,163.44,0
447,447,50,1,108.08,5
448,448,180,3,182.41,0
449,449,74,3,108.76,0
450,450,378,1,52.31,0
451,451,176,3,20.49,0
452,452,37,1,198.22,0
453,453,12,2,130.81,0
454,454,226,2,27.28,0
455,455,400,1,78.22,0
456,456,409,1,147.31,0
457,457,241,2,158.63,0
458,458,248,1,152.37,5
459,459,497,1,47.97,0
460,460,113,1,101.33,15
461,461,168,1,58.88,15
462,462,326,2,169.76,0
463,463,70,1,153.29,15
464,464,183,1,51.69,5
465,465,476,2,52.16,5
466,466,181,1,33.87,0
467,467,376,1,74.44,0
468,468,25,1,23.03,5
469,469,349,1,151.42,0
470,470,72,2,165.95,0
471,471,203,2,103.74,5
472,472,261,1,93.92,5
473,473,341,1,106.51,0
474,474,386,3,40.92,0
475,475,110,1,138.3,5
476,476,1,1,46.95,0
477,477,109,1,100.09,0
478,478,304,2,175.21,0
479,479,192,1,144.39,20
480,480,54,3,54.16,5
481,481,57,1,159.96,0
482,482,492,3,189.99,5
483,483,333,1,70.85,15
484,484,305,2,41.09,20
485,485,233,1,122.66,0
486,486,487,1,54.29,0
487,487,102,2,66.09,0
488,488,198,2,72.37,5
489,489,302,1,161.08,0
490,490,149,1,106.6,10
491,491,173,2,172.58,0
492,492,290,1,149.91,15
493,493,199,3,113.21,0
494,494,163,1,192.05,15
495,495,365,1,55.26,0
496,496,155,1,131.95,0
497,497,347,1,54.96,0
498,498,487,1,31.5,5
499,499,13,1,196.54,0
500,500,261,1,117.0,0
501,501,11,1,49.64,0
502,502,23,1,60.07,0
503,503,317,1,111.9,5
504,504,309,1,28.94,0
505,505,37,3,126.2,0
506,506,293,1,114.09,5
507,507,79,1,175.84,20
508,508,180,2,156.25,0
509,509,232,1,59.75,0
510,510,364,1,173.39,0
511,511,137,1,182.38,15
512,512,253,3,39.92,10
513,513,196,1,197.47,0
514,514,394,1,111.0,0
515,515,477,3,48.91,0
516,516,157,1,103.17,15
517,517,77,2,21.72,5
518,518,296,3,101.54,0
519,519,346,1,34.77,5
520,520,459,1,43.95,5
521,521,85,1,140.99,5
522,522,457,1,26.92,5
523,523,450,1,87.58,0
524,524,402,1,167.87,5
525,525,182,1,129.9,0
526,526,338,1,144.3,5
527,527,1,3,182.8,0
528,528,266,1,74.64,10
529,529,362,1,125.37,10
530,530,297,1,182.54,0
531,531,400,1,92.11,0
532,532,459,2,170.2,0
533,533,159,3,130.25,15
534,534,314,2,21.74,0
535,535,266,1,67.81,5
536,536,476,1,190.98,0
537,537,123,1,111.03,15
538,538,193,1,26.91,0
539,539,499,2,138.28,0
540,540,45,1,140.76,0
541,541,72,1,145.96,0
542,542,53,1,184.16,0
543,543,359,1,138.35,0
544,544,357,3,143.54,5
545,545,91,1,53.31,5
546,546,167,1,26.91,10
547,547,33,1,171.79,5
548,548,102,2,158.67,5
549,549,266,1,93.18,0
550,550,13,2,182.82,5
551,551,323,1,175.68,10
552,552,85,1,102.84,0
553,553,41,1,128.59,15
554,554,91,1,21.09,0
555,555,462,1,197.55,0
556,556,412,3,92.47,0
557,557,498,1,141.25,0
558,558,424,2,82.86,10
559,559,327,1,191.1,10
560,560,122,1,38.85,5
561,561,330,1,170.05,0
562,562,69,1,192.3,15
563,563,455,1,35.51,5
564,564,491,3,27.31,15
565,565,268,1,172.15,15
566,566,107,1,35.4,0
567,567,488,1,87.13,20
568,568,7,1,137.87,5
569,569,21,1,192.63,5
570,570,220,2,48.56,0
571,571,275,1,123.85,0
572,572,423,1,80.16,15
573,573,290,1,143.1,5
574,574,199,1,178.95,0
575,575,193,2,191.97,0
576,576,140,1,196.34,0
577,577,181,1,169.71,20
578,578,214,1,152.2,15
579,579,64,2,77.26,5
580,580,388,1,74.75,0
581,581,41,3,133.36,10
582,582,125,2,129.19,5
583,583,357,1,103.13,15
584,584,61,1,197.7,20
585,585,239,1,50.9,0
586,586,412,1,190.8,0
587,587,51,1,110.29,0
588,588,470,1,131.13,0
589,589,74,1,104.52,0
590,590,163,1,80.11,5
591,591,51,1,52.5,0
592,592,98,1,60.23,5
593,593,253,2,150.86,5
594,594,500,1,139.58,0
595,595,403,2,123.96,0
596,596,261,2,45.14,5
597,597,359,1,20.15,10
598,598,82,1,45.39,10
599,599,176,1,141.79,10
600,600,291,1,160.14,5
601,601,272,2,171.08,0
602,602,266,3,48.78,0
603,603,126,1,155.34,0
604,604,133,1,97.89,0
605,605,371,1,31.89,0
606,606,243,2,89.43,0
607,607,389,2,112.6,5
608,608,168,1,70.05,5
609,609,151,1,63.55,5
610,610,223,1,63.56,10
611,611,52,2,65.81,0
612,612,7,1,27.31,15
613,613,398,2,118.84,15
614,614,10,2,116.21,0
615,615,292,1,173.6,5
616,616,421,2,83.81,0
617,617,14,1,172.75,0
618,618,183,1,198.2,5
619,619,114,1,129.95,0
620,620,25,3,112.54,0
621,621,267,1,54.89,10
622,622,42,1,143.54,0
623,623,421,1,140.86,0
624,624,287,1,191.15,0
625,625,199,1,94.45,5
626,626,74,1,154.88,10
627,627,264,1,173.43,10
628,628,59,1,30.42,0
629,629,420,2,160.14,0
630,630,42,1,128.36,5
631,631,29,1,56.51,10
632,632,36,2,175.14,10
633,633,374,1,131.62,5
634,634,158,1,100.58,5
635,635,427,1,75.97,15
636,636,29,3,46.53,5
637,637,275,1,106.72,0
638,638,85,1,183.79,0
639,639,135,1,91.05,5
640,640,451,1,172.23,0
641,641,7,3,135.43,0
642,642,443,1,189.23,15
643,643,228,1,56.43,0
644,644,294,1,110.75,5
645,645,39,3,149.79,5
646,646,142,1,138.78,10
647,647,83,1,32.92,10
648,648,488,2,77.41,10
649,649,387,1,162.9,0
650,650,147,1,31.12,5
651,651,1,1,77.15,15
652,652,246,1,143.15,0
653,653,359,2,110.9,20
654,654,114,1,90.41,5
655,655,225,1,61.78,15
656,656,437,1,89.18,5
657,657,440,1,141.89,0
658,658,383,1,95.2,0
659,659,176,3,174.16,0
660,660,276,1,199.29,0
661,661,32,1,92.19,5
662,662,353,3,186.4,5
663,663,258,1,192.61,5
664,664,443,2,93.19,15
665,665,437,1,120.93,0
666,666,482,1,101.35,10
667,667,237,2,63.77,0
668,668,300,1,188.44,0
669,669,324,1,173.71,0
670,670,261,2,179.29,10
671,671,60,2,37.89,0
672,672,496,1,97.9,5
673,673,105,1,197.67,0
674,674,136,2,193.35,0
675,675,472,1,157.06,0
676,676,99,1,142.69,10
677,677,267,1,164.1,5
678,678,268,1,131.76,0
679,679,426,1,69.86,0
680,680,223,1,27.16,15
681,681,280,1,89.42,0
682,682,182,1,103.85,15
683,683,50,1,141.73,0
684,684,76,2,194.86,5
685,685,49,2,153.52,0
686,686,365,1,63.76,0
687,687,432,1,60.86,0
688,688,290,1,23.79,0
689,689,170,1,117.96,5
690,690,163,2,174.07,0
691,691,86,1,118.48,0
692,692,54,2,129.72,0
693,693,299,3,111.85,10
694,694,235,2,48.81,5
695,695,445,1,36.16,0
696,696,421,1,55.32,0
697,697,62,1,63.18,20
698,698,124,1,127.18,10
699,699,118,3,160.36,5
700,700,395,1,186.44,5
701,701,290,1,165.37,5
702,702,17,1,149.46,0
703,703,346,1,44.39,5
704,704,365,1,171.95,0
705,705,444,1,21.7,0
706,706,270,1,139.39,0
707,707,93,1,76.06,5
708,708,63,1,142.69,0
709,709,87,1,146.17,15
710,710,15,3,106.17,0
711,711,285,2,130.02,10
712,712,207,1,93.64,0
713,713,316,1,129.55,0
714,714,389,2,106.37,0
715,715,330,1,21.0,15
716,716,146,2,86.26,20
717,717,147,3,58.39,15
718,718,7,1,172.38,5
719,719,319,1,151.26,0
720,720,398,1,90.57,0
721,721,23,3,121.43,5
722,722,248,1,180.77,5
723,723,441,2,112.38,15
724,724,486,1,113.2,0
725,725,339,1,52.86,0
726,726,373,2,172.95,0
727,727,204,1,37.67,10
728,728,17,1,102.42,0
729,729,79,2,184.65,10
730,730,75,1,128.88,0
731,731,313,2,145.22,0
732,732,463,1,40.81,15
733,733,444,2,139.38,20
734,734,127,3,97.52,5
735,735,451,1,84.54,0
736,736,460,1,99.36,5
737,737,323,3,96.85,0
738,738,55,1,58.13,0
739,739,217,1,173.07,5
740,740,105,1,170.89,5
741,741,427,2,77.23,15
742,742,287,2,197.87,0
743,743,93,1,127.24,0
744,744,23,1,85.21,5
745,745,425,2,154.4,15
746,746,152,1,198.04,5
747,747,279,1,168.49,0
748,748,368,1,173.75,0
749,749,280,2,141.88,0
750,750,359,3,37.03,0
751,751,356,1,47.0,20
752,752,467,2,158.53,15
753,753,499,1,140.43,0
754,754,245,1,166.62,10
755,755,247,1,59.3,5
756,756,110,1,95.89,0
757,757,411,1,123.35,0
758,758,430,1,31.69,0
759,759,293,2,132.0,0
760,760,27,1,80.5,5
761,761,178,1,25.94,10
762,762,406,2,120.05,0
763,763,410,1,170.6,0
764,764,479,3,61.92,15
765,765,41,1,128.44,10
766,766,83,3,31.22,5
767,767,145,1,192.49,0
768,768,213,2,66.41,10
769,769,195,2,182.16,0
770,770,449,3,177.81,0
771,771,285,3,29.27,15
772,772,317,1,62.16,0
773,773,70,1,22.63,15
774,774,395,1,70.61,0
775,775,321,1,143.39,10
776,776,374,1,98.95,15
777,777,229,1,109.27,0
778,778,275,1,95.37,5
779,779,298,1,102.16,5
780,780,184,1,131.38,0
781,781,237,1,98.75,0
782,782,443,2,128.06,0
783,783,104,2,148.32,0
784,784,336,1,168.23,0
785,785,117,1,103.95,0
786,786,496,1,59.89,15
787,787,276,1,182.35,5
788,788,153,1,108.97,10
789,789,283,1,164.57,5
790,790,164,1,124.21,5
791,791,409,1,188.93,10
792,792,474,2,190.67,5
793,793,86,1,185.71,0
794,794,500,1,140.4,20
795,795,452,1,57.13,15
796,796,18,1,24.57,0
797,797,108,3,170.11,0
798,798,94,2,189.04,0
799,799,261,1,173.97,0
800,800,47,3,67.81,0
801,801,229,1,182.28,0
802,802,412,1,155.05,0
803,803,412,2,197.56,0
804,804,493,1,156.27,5
805,805,114,3,196.9,15
806,806,17,1,160.24,5
807,807,304,3,38.29,15
808,808,393,1,120.54,0
809,809,187,1,32.88,0
810,810,58,1,27.05,0
811,811,64,2,167.51,0
812,812,70,1,100.91,5
813,813,443,1,66.47,15
814,814,167,1,196.48,0
815,815,84,1,101.69,10
816,816,415,1,115.63,15
817,817,435,1,144.59,5
818,818,311,2,187.09,10
819,819,31,2,186.67,5
820,820,266,3,166.59,15
821,821,108,1,151.22,0
822,822,184,1,189.5,0
823,823,260,1,61.95,0
824,824,61,3,78.98,0
825,825,80,3,20.51,0
826,826,418,2,91.37,5
827,827,52,2,51.97,10
828,828,58,1,58.04,5
829,829,104,3,142.03,0
830,830,75,1,70.86,5
831,831,446,1,185.46,5
832,832,257,3,84.77,20
833,833,282,1,171.27,10
834,834,465,1,103.88,5
835,835,356,1,98.6,0
836,836,39,1,121.44,0
837,837,255,1,156.81,0
838,838,322,1,38.54,0
839,839,379,1,127.36,0
840,840,152,1,58.39,15
841,841,178,1,69.65,15
842,842,289,2,49.01,5
843,843,486,1,113.24,10
844,844,335,1,150.21,15
845,845,260,1,112.21,5
846,846,70,3,188.41,0
847,847,78,1,24.0,5
848,848,30,2,165.47,0
849,849,292,1,192.35,0
850,850,343,1,163.74,20
851,851,480,2,135.99,0
852,852,109,1,120.89,0
853,853,146,1,162.41,0
854,854,208,1,185.72,0
855,855,144,1,186.86,5
856,856,242,1,152.58,10
857,857,95,2,169.6,5
858,858,394,1,31.85,0
859,859,341,1,93.67,5
860,860,449,1,161.44,20
861,861,281,3,23.33,5
862,862,297,1,100.2,0
863,863,273,1,20.9,0
864,864,477,1,123.47,10
865,865,116,2,21.63,0
866,866,257,1,80.42,0
867,867,22,1,93.14,5
868,868,107,1,49.73,20
869,869,116,1,36.28,5
870,870,418,1,102.6,20
871,871,384,2,20.83,0
872,872,324,1,118.67,15
873,873,87,1,43.51,10
874,874,300,1,154.93,0
875,875,317,1,195.45,0
876,876,61,2,77.75,0
877,877,233,1,39.69,0
878,878,230,1,114.0,0
879,879,237,3,189.4,5
880,880,153,1,78.32,0
881,881,165,1,126.45,5
882,882,157,1,82.2,0
883,883,311,3,46.54,5
884,884,415,2,81.76,0
885,885,340,1,48.4,0
886,886,166,1,41.27,20
887,887,155,3,153.42,5
888,888,237,1,94.35,0
889,889,295,1,36.19,0
890,890,83,2,105.89,0
891,891,397,1,150.32,5
892,892,78,2,195.23,0
893,893,34,2,81.61,15
894,894,373,1,181.58,0
895,895,99,3,166.28,0
896,896,426,1,199.41,0
897,897,253,1,169.33,0
898,898,239,1,98.78,10
899,899,119,2,70.87,0
900,900,354,2,173.68,5
901,901,88,1,155.21,10
902,902,192,1,135.1,0
903,903,5,3,20.56,5
904,904,134,3,162.04,10
905,905,109,1,195.4,0
906,906,196,1,121.28,0
907,907,433,2,160.82,0
908,908,345,1,66.9,5
909,909,318,2,143.87,0
910,910,10,1,123.54,0
911,911,240,1,105.41,0
912,912,338,3,70.34,0
913,913,490,1,162.77,5
914,914,165,1,127.21,10
915,915,317,2,157.99,0
916,916,345,2,124.87,5
917,917,184,2,178.85,10
918,918,317,1,73.11,0
919,919,271,1,110.4,10
920,920,147,1,25.76,0
921,921,117,3,59.48,20
922,922,359,1,66.18,0
923,923,15,1,42.5,15
924,924,470,3,53.91,0
925,925,49,1,71.62,0
926,926,356,2,192.66,5
927,927,491,1,132.37,20
928,928,304,1,185.63,0
929,929,233,1,92.66,0
930,930,53,1,37.72,0
931,931,280,1,97.87,0
932,932,60,1,74.35,0
933,933,438,1,110.58,15
934,934,455,1,41.51,0
935,935,289,1,165.85,0
936,936,155,2,156.48,0
937,937,37,1,75.74,15
938,938,14,1,60.74,0
939,939,210,2,82.81,10
940,940,284,1,172.93,20
941,941,226,1,42.32,0
942,942,174,1,121.07,5
943,943,474,1,144.25,0
944,944,51,3,195.85,15
945,945,122,1,43.59,5
946,946,408,1,186.56,5
947,947,166,1,35.0,0
948,948,468,1,160.23,10
949,949,312,2,125.33,0
950,950,85,1,50.52,0
951,951,445,1,115.36,0
952,952,116,2,100.83,0
953,953,20,1,29.03,5
954,954,436,1,160.37,5
955,955,165,1,129.01,10
956,956,408,2,91.7,10
957,957,231,3,167.27,5
958,958,13,1,113.06,0
959,959,123,1,64.58,10
960,960,211,2,85.77,0
961,961,253,2,185.15,0
962,962,420,1,52.37,0
963,963,312,2,64.73,0
964,964,494,3,180.76,0
965,965,338,2,36.45,15
966,966,365,1,89.91,0
967,967,103,1,153.87,0
968,968,198,1,142.78,0
969,969,312,1,162.54,15
970,970,178,1,76.56,0
971,971,469,1,126.57,0
972,972,486,3,77.01,0
973,973,39,2,172.31,0
974,974,439,1,61.63,0
975,975,458,1,150.22,0
976,976,484,1,183.21,0
977,977,116,1,102.43,0
978,978,100,1,70.16,0
979,979,384,1,48.4,0
980,980,89,2,34.9,0
981,981,335,1,90.07,10
982,982,22,3,69.92,0
983,983,492,3,40.61,10
984,984,254,1,190.1,10
985,985,490,1,133.25,0
986,986,145,1,25.77,10
987,987,234,1,20.17,0
988,988,36,1,189.99,0
989,989,354,1,171.67,15
990,990,128,1,24.31,20
991,991,492,1,91.92,10
992,992,335,1,53.14,0
993,993,323,2,58.31,10
994,994,262,2,41.3,10
995,995,399,2,119.83,10
996,996,47,2,81.01,0
