order_id,customer_id,order_date,total_amount,order_status
185,237,2024-05-06,126.86,Completed
186,307,2025-05-20,152.93,Completed
187,1786,2024-10-20,102.17,Completed
188,433,2025-05-31,59.28,Completed
189,24,2023-07-01,242.68,Completed
190,2036,2023-02-10,256.68,Completed
191,1324,2024-07-05,51.38,Cancelled
192,1652,2025-05-31,29.38,Pending
193,1014,2023-06-19,51.49,Pending
194,681,2023-05-16,121.43,Completed
195,1849,2024-07-06,34.07,Completed
196,1516,2024-07-27,84.81,Completed
197,952,2025-02-18,28.73,Completed
198,1312,2024-08-26,32.68,Completed
199,415,2023-08-14,127.38,Completed
200,753,2023-08-31,85.14,Completed
201,1424,2024-12-20,50.66,Completed
202,416,2023-05-17,24.81,Completed
203,876,2023-02-20,8.26,Completed
204,2858,2023-04-19,119.86,Cancelled
205,890,2023-11-07,228.73,Cancelled
206,1275,2024-01-08,217.53,Completed
207,677,2023-02-02,8.12,Completed
208,2448,2023-06-09,287.43,Completed
209,2901,2024-09-01,222.46,Completed
210,2189,2025-05-23,65.62,Completed
211,2426,2023-03-03,98.82,Completed
212,1362,2023-11-19,96.86,Cancelled
213,450,2023-03-13,13.86,Completed
214,2936,2024-07-17,122.7,Completed
215,850,2023-03-17,84.85,Completed
216,92,2023-02-14,42.92,Pending
217,2533,2023-09-13,115.45,Completed
218,421,2023-02-13,478.32,Completed
219,2764,2025-01-15,76.47,Pending
220,2600,2025-02-11,217.33,Completed
221,2952,2023-11-12,108.53,Completed
222,2649,2024-01-10,63.29,Completed
223,1538,2023-03-04,25.74,Completed
224,1592,2023-05-23,75.31,Completed
225,1896,2023-02-26,183.54,Completed
226,185,2023-04-17,44.19,Pending
227,1457,2023-08-10,203.57,Cancelled
228,1495,2024-05-19,98.8,Completed
229,965,2024-07-27,85.61,Cancelled
230,1149,2023-09-16,23.5,Completed
231,1288,2023-06-02,47.52,Completed
232,852,2024-12-31,57.86,Completed
233,2239,2023-09-11,40.71,Completed
234,1874,2023-12-29,73.1,Completed
235,1751,2023-05-17,16.67,Completed
236,1245,2023-01-31,96.17,Cancelled
237,2247,2023-03-21,41.32,Completed
238,2392,2024-07-04,72.53,Completed
239,174,2023-05-23,31.5,Completed
240,217,2023-03-01,130.52,Completed
241,2022,2024-03-28,76.18,Completed
242,1603,2023-10-14,28.61,Completed
243,1397,2023-01-11,57.81,Completed
244,174,2025-05-31,20.5,Completed
245,2126,2023-08-01,20.66,Completed
246,2624,2024-04-14,61.34,Pending
247,2889,2025-05-31,8.52,Completed
248,2485,2024-03-19,144.67,Completed
249,2247,2023-06-14,123.69,Completed
250,2650,2023-10-23,167.82,Completed
251,1287,2023-02-17,89.18,Completed
252,634,2023-03-23,177.54,Completed
253,1700,2023-06-14,44.17,Completed
254,2676,2023-02-09,49.16,Completed
255,2573,2023-02-23,96.11,Completed
256,963,2025-03-16,99.53,Completed
257,1845,2023-05-07,160.73,Completed
258,2302,2023-06-21,21.85,Completed
259,598,2023-03-25,183.22,Completed
260,2621,2023-08-17,91.87,Completed
261,1751,2024-06-11,77.61,Completed
262,893,2025-05-31,83.0,Completed
263,215,2023-12-07,50.35,Completed
264,884,2023-06-07,34.83,Completed
265,2650,2023-11-11,188.0,Completed
266,1632,2023-03-02,46.46,Completed
267,2616,2024-05-12,63.29,Completed
268,1244,2023-06-25,183.48,Completed
269,606,2025-05-31,118.18,Completed
270,552,2024-04-18,118.67,Pending
271,2385,2023-10-12,34.85,Completed
272,319,2023-04-26,321.46,Completed
273,2514,2023-02-12,30.85,Completed
274,729,2023-04-02,80.02,Completed
275,2948,2024-01-07,176.03,Completed
276,1178,2023-11-19,31.06,Completed
277,351,2023-01-05,388.32,Completed
278,1086,2024-08-23,189.44,Completed
279,1484,2023-01-19,130.06,Completed
280,950,2023-02-05,72.93,Completed
281,190,2024-07-02,65.31,Completed
282,1546,2024-04-02,45.22,Completed
283,1666,2023-04-17,41.11,Completed
284,1497,2024-04-23,202.39,Completed
285,687,2023-01-09,28.83,Completed
286,73,2023-05-24,26.39,Completed
287,1263,2024-09-19,32.84,Pending
288,2464,2023-10-11,217.9,Completed
289,2227,2025-05-02,108.45,Completed
290,1091,2023-03-10,265.53,Completed
291,1617,2025-05-24,116.31,Completed
292,77,2023-10-21,66.42,Completed
293,2296,2023-02-17,219.38,Completed
294,707,2023-01-22,116.71,Pending
295,988,2023-01-01,124.25,Completed
296,2116,2024-03-22,94.77,Completed
297,2898,2023-04-21,282.13,Completed
298,1592,2023-03-11,166.48,Completed
299,1806,2024-02-10,170.52,Cancelled
300,588,2023-08-20,92.16,Completed
301,843,2023-09-20,254.14,Completed
302,2829,2023-03-05,296.11,Completed
303,1566,2023-05-09,42.85,Completed
304,2930,2023-02-15,35.17,Completed
305,722,2023-06-29,83.62,Completed
306,1805,2023-06-12,146.24,Completed
307,324,2024-10-24,53.98,Completed
308,655,2025-05-31,38.46,Completed
309,145,2025-05-31,208.51,Pending
310,2822,2023-08-03,110.89,Completed
311,1697,2024-11-25,111.24,Completed
312,2358,2023-05-25,219.87,Completed
313,144,2023-03-09,106.96,Completed
314,942,2024-03-25,70.38,Completed
315,2712,2023-10-13,58.97,Pending
316,893,2024-02-01,51.31,Completed
317,2565,2023-07-20,286.38,Completed
318,195,2023-06-08,23.64,Completed
319,1661,2025-05-31,64.51,Completed
320,1612,2025-05-31,40.9,Pending
321,818,2023-02-28,107.7,Completed
322,2777,2024-04-10,104.04,Completed
323,1137,2023-07-15,117.84,Pending
324,1300,2024-01-05,168.48,Completed
325,2524,2023-04-13,84.87,Completed
326,1661,2024-07-20,64.41,Completed
327,1315,2023-06-13,65.03,Completed
328,434,2024-05-28,68.89,Completed
329,417,2023-03-10,52.04,Completed
330,1859,2023-03-05,38.32,Completed
331,711,2023-07-08,146.39,Completed
332,138,2025-05-31,26.41,Completed
333,1754,2025-05-19,25.38,Completed
334,2857,2024-03-03,294.59,Pending
335,2182,2023-06-12,4.97,Completed
336,1185,2023-03-20,205.22,Completed
337,2832,2024-08-23,187.83,Completed
338,2840,2023-04-11,143.7,Completed
339,1784,2023-08-22,44.6,Completed
340,734,2023-11-28,88.15,Completed
341,1852,2023-02-12,46.74,Completed
342,2425,2024-10-27,88.15,Completed
343,1354,2025-05-31,117.02,Completed
344,395,2023-03-11,383.89,Completed
345,1196,2025-05-31,33.73,Completed
346,2518,2023-10-20,41.66,Completed
347,2819,2023-03-06,45.52,Completed
348,2029,2024-02-17,195.99,Completed
349,1144,2025-05-31,26.92,Completed
350,2067,2025-05-31,71.37,Completed
351,808,2024-07-14,157.44,Completed
352,247,2023-10-27,60.44,Pending
353,1229,2023-04-02,118.54,Completed
354,342,2024-02-08,52.77,Completed
355,2393,2024-02-23,171.91,Pending
356,1940,2023-02-21,180.39,Completed
357,2972,2023-05-09,134.12,Completed
358,2435,2023-06-11,281.83,Completed
359,342,2025-05-14,123.12,Completed
360,108,2024-01-21,55.65,Pending
361,2725,2023-05-04,64.91,Completed
362,633,2023-06-13,14.64,Completed
363,998,2023-03-11,19.76,Pending
364,1426,2023-01-20,208.8,Completed
365,596,2023-11-11,41.21,Pending
366,1326,2023-01-15,58.82,Completed
367,1797,2025-05-31,24.61,Completed
368,1131,2024-10-13,21.32,Completed
369,585,2024-10-24,189.97,Pending
370,2525,2024-09-10,70.96,Completed
371,2385,2024-03-27,210.6,Completed
372,2361,2023-02-01,20.71,Completed
373,1178,2023-09-26,179.15,Completed
374,1825,2023-05-25,2.42,Completed
375,609,2023-06-06,74.47,Completed
376,1828,2023-07-24,63.75,Cancelled
377,1373,2023-06-20,20.26,Pending
378,2838,2024-04-23,129.32,Completed
379,1790,2023-01-04,123.62,Cancelled
380,2642,2023-07-20,26.94,Pending
381,2348,2025-05-31,259.73,Completed
382,2740,2023-05-12,91.34,Completed
383,728,2024-03-03,215.44,Completed
384,1558,2023-12-29,25.3,Completed
385,236,2023-10-23,119.52,Completed
386,965,2023-02-27,134.47,Pending
387,2945,2025-03-06,63.8,Completed
388,211,2024-01-04,219.31,Pending
389,286,2023-12-07,287.08,Completed
390,2471,2025-05-31,183.11,Completed
391,1743,2023-02-08,68.65,Completed
392,494,2023-10-25,36.6,Completed
393,1018,2024-06-23,197.75,Completed
394,2885,2024-12-03,78.27,Completed
395,2815,2023-01-01,75.48,Completed
396,1990,2024-05-19,24.45,Completed
397,2393,2025-05-31,53.85,Pending
398,523,2024-07-31,26.58,Pending
399,819,2023-08-28,72.61,Completed
400,2367,2025-05-31,54.91,Completed
401,1366,2025-05-31,62.49,Completed
402,1657,2024-05-28,197.87,Completed
403,2743,2024-04-28,184.8,Completed
404,590,2023-07-05,8.24,Completed
405,635,2023-05-03,24.41,Pending
406,1812,2024-03-13,101.23,Cancelled
407,208,2023-01-04,56.08,Pending
408,2234,2025-03-26,29.72,Completed
409,977,2025-05-31,131.0,Completed
410,2065,2023-03-20,22.68,Completed
411,1314,2024-01-10,31.93,Completed
412,254,2023-03-28,45.67,Completed
413,971,2023-10-28,69.45,Completed
414,611,2024-03-24,65.36,Completed
415,2494,2023-08-07,102.18,Completed
416,1480,2025-05-31,190.95,Pending
417,1171,2025-05-31,104.58,Completed
418,884,2023-11-30,64.14,Completed
419,1400,2024-01-18,105.29,Completed
420,506,2023-01-02,118.44,Completed
421,2376,2023-07-01,82.87,Pending
422,349,2024-09-22,49.62,Completed
423,2355,2025-05-31,215.34,Completed
424,199,2025-05-31,72.37,Completed
425,1148,2023-02-13,65.29,Completed
426,1181,2023-08-26,156.29,Completed
427,2655,2023-01-25,65.08,Pending
428,611,2025-03-11,38.04,Completed
429,921,2024-07-30,120.45,Completed
430,1903,2025-05-31,110.04,Completed
431,2283,2023-11-03,90.49,Completed
432,1726,2023-02-18,46.58,Completed
433,1318,2024-01-22,150.04,Completed
434,785,2025-05-31,42.52,Completed
435,2890,2023-01-23,131.43,Completed
436,959,2025-01-12,195.25,Completed
437,1198,2024-03-06,68.47,Pending
438,1427,2023-03-04,111.16,Pending
439,2429,2024-04-19,73.82,Completed
440,1842,2023-01-29,61.87,Completed
441,768,2023-03-26,39.1,Completed
442,2144,2023-01-27,217.31,Completed
443,2079,2024-01-22,175.14,Pending
444,2145,2023-05-30,447.57,Completed
445,1494,2023-05-30,87.46,Completed
446,705,2024-04-03,7.63,Completed
447,1769,2023-02-21,124.72,Completed
448,1070,2024-03-17,58.35,Completed
449,2284,2024-06-11,138.78,Pending
450,2385,2025-05-08,104.8,Completed
451,2722,2024-05-05,125.94,Completed
452,2333,2024-04-11,486.71,Completed
453,2182,2024-04-15,117.46,Completed
454,769,2023-01-19,87.36,Completed
455,2743,2023-09-14,79.64,Completed
456,2587,2023-12-19,22.41,Completed
457,260,2024-04-26,88.6,Completed
458,2551,2023-06-01,54.16,Completed
459,2640,2024-05-14,67.85,Completed
460,1204,2023-08-10,44.47,Completed
461,2944,2024-07-07,47.67,Completed
462,1588,2023-04-01,63.96,Completed
463,84,2023-06-10,100.25,Completed
464,410,2025-05-31,126.72,Completed
465,1180,2024-09-16,143.02,Completed
466,2376,2025-05-31,84.27,Completed
467,1986,2023-04-09,157.35,Completed
468,1640,2025-05-31,171.44,Completed
469,2394,2024-08-23,211.78,Completed
470,2971,2024-01-29,75.08,Completed
471,2145,2023-01-06,131.67,Completed
472,2685,2023-01-24,54.03,Completed
473,2231,2024-10-14,31.12,Completed
474,814,2024-05-01,47.33,Completed
475,896,2023-04-16,101.7,Completed
476,661,2023-09-14,17.74,Completed
477,945,2024-04-15,70.95,Completed
478,2850,2023-01-07,33.6,Completed
479,2426,2024-05-13,48.29,Completed
480,1111,2023-08-15,83.27,Completed
481,2728,2023-02-13,105.87,Completed
482,1159,2023-03-20,90.32,Pending
483,2138,2023-09-03,73.12,Completed
484,2536,2024-03-09,19.62,Completed
485,820,2023-07-05,292.57,Completed
486,1841,2023-02-21,232.79,Completed
487,1911,2025-02-10,47.32,Completed
488,2911,2023-11-02,37.26,Completed
489,743,2023-05-27,212.11,Completed
490,1317,2024-05-21,150.2,Completed
491,446,2023-06-30,150.9,Completed
492,1419,2023-07-17,104.05,Completed
493,2912,2023-05-24,98.54,Pending
494,1041,2023-07-17,28.9,Completed
495,2008,2023-05-15,56.67,Completed
496,1732,2025-05-31,25.13,Completed
497,1656,2023-05-12,43.25,Pending
498,1981,2024-04-03,128.47,Pending
499,2734,2023-04-04,59.17,Completed
500,1568,2023-12-25,172.5,Completed
501,1811,2023-11-10,43.97,Pending
502,1028,2023-12-22,70.02,Pending
503,2329,2023-07-14,78.57,Completed
504,2581,2025-05-31,101.23,Completed
505,1495,2023-06-05,79.46,Completed
506,605,2025-05-31,128.29,Completed
507,478,2023-08-18,50.87,Completed
508,2137,2024-04-10,27.09,Completed
509,1757,2023-01-05,109.59,Completed
510,610,2023-09-14,59.67,Completed
511,142,2024-04-07,34.78,Completed
512,2710,2023-06-05,243.49,Completed
513,560,2023-06-20,114.91,Completed
514,2099,2023-08-11,74.17,Completed
515,2256,2023-05-19,15.41,Completed
516,2571,2024-02-12,109.91,Completed
517,1532,2023-01-23,199.03,Pending
518,1294,2025-02-22,187.92,Completed
519,1287,2025-05-31,221.75,Completed
520,709,2023-03-21,58.45,Completed
521,1210,2023-04-23,93.56,Completed
522,808,2025-05-31,89.65,Cancelled
523,2129,2023-03-20,82.77,Completed
524,409,2023-02-19,105.77,Completed
525,974,2024-11-25,100.74,Completed
526,2939,2024-05-13,73.44,Completed
527,2730,2024-05-16,94.1,Completed
528,86,2023-04-24,173.82,Completed
529,1797,2023-07-27,270.6,Completed
530,2152,2023-03-18,186.36,Pending
531,1308,2023-03-19,106.67,Completed
532,460,2023-10-29,32.84,Completed
533,2788,2024-05-06,43.34,Completed
534,1724,2023-06-20,186.87,Completed
535,2509,2023-10-12,156.54,Cancelled
536,1145,2023-07-08,144.13,Completed
537,2488,2025-05-31,106.88,Completed
538,569,2024-06-19,102.38,Completed
539,1877,2024-03-08,20.82,Completed
540,2917,2024-07-31,22.2,Completed
541,550,2023-05-18,94.78,Completed
542,1737,2025-05-31,315.11,Completed
543,2277,2023-04-09,218.1,Completed
544,1410,2023-03-07,106.84,Completed
545,1155,2025-05-31,44.94,Completed
546,171,2023-05-13,81.53,Completed
547,1354,2025-04-10,155.01,Completed
548,35,2023-06-05,332.81,Completed
549,1225,2023-06-03,229.48,Cancelled
550,1192,2025-05-31,45.57,Completed
551,1533,2025-05-31,155.28,Completed
552,1917,2025-05-31,253.82,Pending
553,1248,2023-03-07,132.49,Completed
554,2389,2024-01-09,186.95,Completed
555,2618,2023-01-17,68.08,Pending
556,1826,2024-05-25,52.49,Completed
557,537,2024-05-04,137.01,Pending
558,2026,2025-05-31,15.94,Completed
559,544,2025-05-31,31.32,Completed
560,1646,2023-04-19,31.39,Completed
561,1174,2023-09-16,20.78,Completed
562,2404,2023-05-12,62.0,Pending
563,745,2023-01-22,54.49,Completed
564,2000,2023-08-01,44.45,Cancelled
565,1020,2023-02-20,82.46,Completed
566,533,2024-09-29,22.07,Completed
567,2421,2023-08-06,87.71,Completed
568,1939,2023-01-14,113.93,Completed
569,1016,2023-05-20,89.35,Completed
570,2062,2023-06-28,78.62,Completed
571,2263,2023-09-23,54.81,Completed
572,2584,2024-05-18,68.94,Completed
573,1044,2024-11-14,159.18,Pending
574,928,2025-05-31,29.36,Completed
575,1512,2025-04-28,211.0,Completed
576,1738,2023-09-27,52.11,Completed
577,2484,2023-02-19,75.68,Completed
578,1345,2024-04-25,90.35,Completed
579,2405,2023-08-30,62.63,Completed
580,1722,2023-08-18,36.59,Completed
581,2767,2023-07-01,130.97,Completed
582,2920,2023-03-23,203.57,Completed
583,607,2023-02-10,6.36,Completed
584,2826,2025-01-22,46.82,Completed
585,326,2023-04-01,130.81,Completed
586,2575,2024-06-14,103.16,Completed
587,2735,2024-07-25,7.18,Completed
588,219,2023-06-11,275.24,Completed
589,522,2023-12-24,190.24,Pending
590,405,2024-07-01,115.88,Cancelled
591,1043,2023-03-05,69.01,Completed
592,580,2023-03-23,60.8,Completed
593,790,2024-07-10,132.28,Completed
594,1855,2023-05-25,142.26,Completed
595,2342,2023-02-19,111.88,Completed
596,2063,2023-11-20,65.34,Completed
597,326,2024-12-24,143.94,Pending
598,971,2023-06-11,128.97,Completed
599,1836,2023-05-13,265.07,Completed
600,158,2023-04-13,110.86,Completed
601,1816,2023-10-13,66.95,Completed
602,1622,2024-01-10,40.31,Pending
603,2948,2023-03-05,63.48,Completed
604,1798,2024-12-13,17.23,Completed
605,806,2023-11-29,78.2,Completed
606,1306,2023-12-31,63.19,Completed
607,2195,2023-02-25,452.56,Completed
608,514,2024-03-05,91.16,Pending
609,504,2024-05-14,217.39,Completed
610,1891,2023-08-16,100.95,Cancelled
611,413,2024-02-07,141.11,Completed
612,1088,2023-04-28,141.61,Completed
613,2640,2024-03-25,168.1,Completed
614,766,2023-12-02,30.71,Completed
615,237,2024-01-21,46.05,Completed
616,396,2023-05-08,78.24,Completed
617,2005,2024-11-16,24.44,Completed
618,1865,2025-02-09,36.99,Completed
619,1800,2023-02-18,69.04,Completed
620,1447,2025-05-31,164.94,Completed
621,132,2024-10-20,67.15,Completed
622,2274,2023-12-21,84.43,Completed
623,1497,2023-01-25,60.7,Completed
624,2035,2023-11-23,63.5,Completed
625,118,2023-10-06,123.9,Completed
626,638,2023-04-22,79.07,Completed
627,2045,2025-02-28,171.34,Pending
628,1964,2023-06-20,144.86,Completed
629,1763,2024-01-18,17.27,Completed
630,339,2023-09-21,193.5,Completed
631,2467,2025-05-31,189.94,Completed
632,1459,2023-11-03,190.4,Completed
633,1203,2023-05-24,14.89,Completed
634,2023,2024-07-18,38.23,Completed
635,1949,2024-10-04,14.77,Completed
636,2510,2025-05-31,160.18,Pending
637,1621,2024-08-27,84.78,Completed
638,676,2023-01-23,117.85,Completed
639,2766,2025-02-17,56.51,Completed
640,2162,2023-10-18,19.13,Completed
641,2611,2023-03-11,62.51,Completed
642,306,2025-05-31,120.39,Completed
643,1758,2024-04-07,160.06,Completed
644,623,2025-05-31,64.64,Cancelled
645,55,2023-03-28,124.24,Completed
646,524,2024-10-21,112.03,Completed
647,2482,2024-02-04,58.71,Completed
648,190,2023-08-04,53.92,Completed
649,389,2023-04-16,305.6,Completed
650,2715,2023-07-03,360.21,Completed
651,346,2023-12-03,128.47,Completed
652,2313,2024-08-04,124.01,Completed
653,2920,2023-09-10,121.75,Completed
654,1699,2023-08-08,50.24,Completed
655,141,2023-01-04,162.67,Completed
656,2797,2025-05-31,92.35,Completed
657,2604,2024-10-10,198.75,Completed
658,239,2025-05-31,91.16,Completed
659,1454,2025-05-31,148.32,Completed
660,1122,2025-05-25,74.43,Completed
661,1911,2023-01-27,98.43,Completed
662,2884,2024-02-26,223.33,Completed
663,970,2023-04-23,187.48,Completed
664,2613,2025-05-31,111.94,Completed
665,2669,2025-01-24,81.08,Completed
666,2305,2023-03-24,9.67,Completed
667,1035,2024-11-11,102.55,Completed
668,178,2025-05-31,43.73,Completed
669,983,2023-07-14,36.91,Completed
670,2445,2023-07-20,101.88,Completed
671,2585,2023-01-12,32.6,Completed
672,638,2024-07-25,117.32,Completed
673,2314,2025-02-11,242.76,Completed
674,1157,2023-01-22,89.59,Completed
675,1578,2025-05-31,109.03,Completed
676,1125,2023-02-03,180.56,Completed
677,2452,2024-01-06,157.86,Completed
678,1308,2025-05-31,130.26,Completed
679,139,2025-05-31,22.57,Completed
680,69,2023-03-04,60.85,Completed
681,2853,2025-05-31,96.92,Completed
682,2225,2023-05-19,122.45,Pending
683,545,2023-07-04,163.33,Completed
684,2349,2024-05-10,59.95,Completed
685,1252,2023-02-22,66.11,Completed
686,1672,2023-12-03,192.37,Pending
687,1396,2025-01-15,231.41,Completed
688,1015,2023-10-29,169.41,Completed
689,646,2023-01-28,37.95,Completed
690,2447,2024-12-21,18.12,Completed
691,757,2023-05-02,219.71,Pending
692,2032,2024-12-22,48.73,Completed
693,2621,2025-05-31,222.04,Completed
694,2104,2024-09-11,67.52,Completed
695,1669,2023-01-15,43.67,Completed
696,2430,2024-04-19,33.37,Completed
697,1946,2023-05-20,61.47,Completed
698,471,2023-04-08,97.92,Completed
699,1232,2024-09-22,45.39,Completed
700,2683,2023-05-31,57.21,Completed
701,2791,2023-03-10,31.94,Completed
702,35,2023-03-24,68.53,Completed
703,976,2024-05-13,30.06,Completed
704,21,2023-09-27,179.63,Completed
705,1164,2023-04-14,39.37,Completed
706,2313,2023-02-06,229.07,Completed
