customer_id,signup_date,location,age_group
359,2025-04-08,New York,26-35
360,2024-05-21,New York,46-55
361,2023-12-08,Seattle,36-45
362,2024-07-20,Phoenix,26-35
363,2024-02-08,Chicago,26-35
364,2024-04-25,Chicago,26-35
365,2025-04-09,New York,18-25
366,2023-12-07,New York,46-55
367,2025-04-26,Houston,18-25
368,2025-03-08,Phoenix,26-35
369,2023-06-22,Chicago,18-25
370,2023-03-03,Houston,46-55
371,2023-03-30,Chicago,18-25
372,2023-01-17,New York,26-35
373,2023-03-25,Phoenix,36-45
374,2024-08-24,Los Angeles,26-35
375,2023-03-04,Phoenix,26-35
376,2023-10-09,Boston,26-35
377,2025-01-14,Los Angeles,46-55
378,2023-01-21,Seattle,55+
379,2024-12-18,Seattle,26-35
380,2023-09-06,Houston,18-25
381,2023-04-15,Los Angeles,18-25
382,2024-09-05,Los Angeles,46-55
383,2024-07-08,Houston,36-45
384,2025-02-12,Phoenix,46-55
385,2024-10-09,Houston,36-45
386,2024-12-08,Boston,55+
387,2023-09-06,New York,46-55
388,2023-06-06,Seattle,46-55
389,2024-10-23,New York,26-35
390,2024-12-11,Seattle,26-35
391,2025-05-22,Los Angeles,36-45
392,2023-12-30,Houston,36-45
393,2023-11-24,Houston,36-45
394,2024-11-15,Houston,18-25
395,2023-10-28,Boston,36-45
396,2025-03-30,Boston,26-35
397,2025-01-26,Phoenix,36-45
398,2024-01-13,Chicago,26-35
399,2024-10-23,Seattle,26-35
400,2024-10-26,Chicago,26-35
401,2023-04-01,Chicago,46-55
402,2025-03-06,Seattle,26-35
403,2024-03-21,Phoenix,26-35
404,2024-12-29,Houston,18-25
405,2023-10-09,Chicago,36-45
406,2025-02-27,Houston,26-35
407,2023-12-09,Los Angeles,55+
408,2023-01-10,Chicago,36-45
409,2025-03-08,Los Angeles,26-35
410,2023-03-22,Phoenix,36-45
411,2023-10-09,New York,26-35
412,2025-04-17,Boston,46-55
413,2025-04-17,Seattle,26-35
414,2024-05-20,Phoenix,55+
415,2024-07-10,Phoenix,36-45
416,2024-01-31,Phoenix,46-55
417,2023-09-16,Chicago,18-25
418,2023-10-17,Los Angeles,26-35
419,2024-08-15,Boston,36-45
420,2024-10-24,Chicago,36-45
421,2024-11-28,New York,18-25
422,2024-11-26,Seattle,26-35
423,2023-03-22,Seattle,26-35
424,2024-03-11,Boston,36-45
425,2023-02-20,Seattle,26-35
426,2024-04-29,Seattle,26-35
427,2024-01-24,Phoenix,26-35
428,2025-02-21,Houston,26-35
429,2023-11-06,New York,18-25
430,2023-04-14,Los Angeles,55+
431,2023-05-06,New York,18-25
432,2024-11-01,Chicago,55+
433,2024-06-28,Seattle,26-35
434,2023-03-31,Houston,26-35
435,2023-03-16,Chicago,26-35
436,2024-09-09,Boston,36-45
437,2023-03-06,Phoenix,36-45
438,2024-12-25,Seattle,26-35
439,2024-09-14,Phoenix,18-25
440,2023-03-13,New York,55+
441,2023-03-16,Phoenix,55+
442,2025-05-19,Phoenix,26-35
443,2023-11-26,Boston,36-45
444,2023-11-23,Los Angeles,26-35
445,2024-12-17,Los Angeles,26-35
446,2025-04-14,Chicago,18-25
447,2025-05-18,Seattle,26-35
448,2024-10-25,Chicago,46-55
449,2023-11-28,Los Angeles,18-25
450,2023-03-15,New York,36-45
451,2024-11-15,Los Angeles,46-55
452,2024-05-06,Chicago,26-35
453,2024-01-09,Houston,18-25
454,2025-03-09,Seattle,46-55
455,2023-04-08,Phoenix,26-35
456,2024-03-10,Boston,18-25
457,2023-01-11,Houston,26-35
458,2024-02-17,Houston,26-35
459,2023-02-19,Phoenix,46-55
460,2023-04-15,Los Angeles,36-45
461,2023-04-14,Seattle,26-35
462,2024-07-25,New York,36-45
463,2024-10-19,Houston,55+
464,2024-05-28,New York,18-25
465,2025-04-27,Boston,26-35
466,2023-11-27,Boston,55+
467,2023-09-09,Boston,55+
468,2025-02-04,Chicago,18-25
469,2023-07-16,Houston,18-25
470,2025-04-28,Boston,26-35
471,2023-01-11,Chicago,18-25
472,2025-05-04,Boston,36-45
473,2023-02-08,Los Angeles,18-25
474,2025-02-24,Houston,18-25
475,2024-04-09,Chicago,26-35
476,2025-05-24,Boston,55+
477,2023-03-07,Seattle,26-35
478,2024-05-02,Chicago,26-35
479,2025-05-03,Boston,55+
480,2024-04-05,Los Angeles,36-45
481,2024-07-08,New York,26-35
482,2024-09-04,Boston,26-35
483,2024-02-05,New York,18-25
484,2024-07-06,Houston,36-45
485,2024-05-29,Los Angeles,26-35
486,2025-03-04,Seattle,26-35
487,2023-02-10,Houston,18-25
488,2023-09-05,Seattle,26-35
489,2025-04-17,New York,36-45
490,2025-02-23,Los Angeles,18-25
491,2024-02-06,Phoenix,18-25
492,2024-06-30,Los Angeles,55+
493,2023-09-02,Los Angeles,36-45
494,2023-06-15,Seattle,18-25
495,2024-02-13,Phoenix,36-45
496,2023-11-08,Chicago,18-25
497,2024-05-29,Chicago,36-45
498,2023-03-10,Chicago,36-45
499,2025-05-08,New York,36-45
500,2025-05-18,Los Angeles,36-45
501,2024-09-07,Boston,18-25
502,2024-04-17,Phoenix,36-45
503,2023-09-30,Boston,18-25
504,2024-12-17,New York,26-35
505,2024-08-26,Phoenix,55+
506,2023-05-24,Boston,36-45
507,2025-03-13,Seattle,55+
508,2024-12-25,New York,18-25
509,2025-04-16,New York,26-35
510,2024-10-01,New York,18-25
511,2024-06-24,Phoenix,36-45
512,2024-01-04,Boston,18-25
513,2025-04-01,Boston,18-25
514,2025-02-02,Houston,26-35
515,2023-02-09,New York,36-45
516,2023-01-24,Chicago,18-25
517,2023-11-28,Los Angeles,46-55
518,2024-12-15,Seattle,18-25
519,2025-05-19,Seattle,18-25
520,2023-05-13,Houston,26-35
521,2024-06-07,Houston,55+
522,2023-12-02,Phoenix,18-25
523,2025-05-04,Houston,18-25
524,2025-01-11,Boston,46-55
525,2025-01-08,Phoenix,26-35
526,2024-02-17,Phoenix,36-45
527,2024-01-01,Seattle,26-35
528,2023-08-29,Seattle,26-35
529,2023-02-19,Chicago,26-35
530,2025-01-31,New York,26-35
531,2024-12-17,Houston,46-55
532,2025-05-30,New York,46-55
533,2025-05-28,New York,36-45
534,2024-05-04,New York,55+
535,2024-11-08,Phoenix,26-35
536,2025-04-12,New York,26-35
537,2025-01-18,Houston,36-45
538,2023-08-06,Phoenix,36-45
539,2024-02-01,Houston,18-25
540,2023-04-24,Phoenix,36-45
541,2025-04-20,Los Angeles,26-35
542,2024-06-18,Los Angeles,36-45
543,2023-07-21,Los Angeles,46-55
544,2024-08-14,Los Angeles,36-45
545,2024-06-28,Phoenix,18-25
546,2023-11-12,New York,36-45
547,2023-04-11,Chicago,36-45
548,2024-08-14,Seattle,26-35
549,2024-04-03,Boston,26-35
550,2024-11-11,Chicago,55+
551,2024-04-03,Los Angeles,26-35
552,2025-01-20,New York,26-35
553,2024-05-01,Houston,26-35
554,2024-05-09,New York,36-45
555,2025-02-11,Houston,55+
556,2023-12-22,Chicago,36-45
557,2023-04-29,New York,26-35
558,2023-01-26,New York,36-45
559,2024-10-27,Boston,36-45
560,2024-06-30,Chicago,36-45
561,2024-09-12,New York,18-25
562,2023-07-07,Houston,36-45
563,2023-05-01,Seattle,26-35
564,2023-01-13,New York,18-25
565,2023-11-05,Houston,36-45
566,2024-06-03,Los Angeles,55+
567,2023-12-12,New York,26-35
568,2024-01-21,Houston,55+
569,2025-03-07,Seattle,18-25
570,2023-11-03,Chicago,36-45
571,2024-03-28,Los Angeles,18-25
572,2024-11-21,New York,26-35
573,2023-12-16,Boston,36-45
574,2024-07-02,Houston,36-45
575,2025-01-29,Seattle,46-55
576,2025-04-16,Boston,36-45
577,2023-05-10,New York,36-45
578,2025-03-27,Houston,55+
579,2024-03-09,New York,26-35
580,2023-08-16,Los Angeles,26-35
581,2024-02-09,Seattle,18-25
582,2025-05-13,Seattle,26-35
583,2024-03-09,Los Angeles,36-45
584,2023-10-17,New York,18-25
585,2024-07-12,New York,18-25
586,2023-07-31,Phoenix,18-25
587,2023-03-08,New York,36-45
588,2023-04-24,Seattle,26-35
589,2023-04-23,New York,18-25
590,2023-05-14,Boston,36-45
591,2023-05-03,Boston,46-55
592,2024-07-18,Los Angeles,26-35
593,2023-06-10,Boston,36-45
594,2023-11-01,New York,18-25
595,2025-03-01,Chicago,55+
596,2024-02-22,New York,26-35
597,2024-08-11,Seattle,55+
598,2023-06-01,Phoenix,55+
599,2023-06-19,Houston,46-55
600,2023-02-06,Seattle,18-25
601,2023-05-29,Los Angeles,36-45
602,2023-09-03,Boston,18-25
603,2023-06-05,Chicago,46-55
604,2023-03-20,Seattle,46-55
605,2023-04-17,Houston,55+
606,2024-02-10,Chicago,36-45
607,2023-07-01,Los Angeles,36-45
608,2023-11-17,Boston,36-45
609,2024-03-19,Phoenix,26-35
610,2024-08-31,Seattle,26-35
611,2023-02-04,Seattle,36-45
612,2024-12-05,Seattle,55+
613,2024-07-07,Los Angeles,36-45
614,2023-03-14,Chicago,46-55
615,2025-02-08,Chicago,46-55
616,2025-03-22,Los Angeles,36-45
617,2023-02-23,Seattle,26-35
618,2023-09-01,New York,36-45
619,2024-12-11,Los Angeles,26-35
620,2024-10-21,Boston,18-25
621,2023-06-12,Boston,26-35
622,2023-07-04,Phoenix,55+
623,2023-11-23,Los Angeles,18-25
624,2024-03-02,Houston,36-45
625,2024-06-28,Boston,46-55
626,2023-11-22,Boston,36-45
627,2024-02-12,Boston,36-45
628,2024-10-20,New York,36-45
629,2023-02-02,Houston,26-35
630,2023-08-11,Seattle,18-25
631,2024-09-20,Seattle,55+
632,2025-02-27,Los Angeles,26-35
633,2024-03-26,New York,36-45
634,2024-04-13,Boston,36-45
635,2023-04-05,Seattle,18-25
636,2024-01-30,Houston,55+
637,2024-04-14,Seattle,46-55
638,2023-08-02,Houston,18-25
639,2023-08-26,New York,55+
640,2023-11-29,Seattle,36-45
641,2023-01-18,Boston,26-35
642,2023-10-11,New York,36-45
643,2023-07-06,Chicago,18-25
644,2023-10-16,Boston,36-45
645,2023-04-16,New York,18-25
646,2025-02-23,Los Angeles,36-45
647,2024-06-06,Seattle,36-45
648,2024-08-21,Boston,46-55
649,2024-11-26,Phoenix,36-45
650,2024-03-15,Boston,26-35
651,2023-03-18,Chicago,46-55
652,2024-04-18,New York,36-45
653,2024-06-01,Phoenix,36-45
654,2024-10-18,Chicago,18-25
655,2024-01-16,Los Angeles,46-55
656,2023-04-23,Boston,55+
657,2023-09-08,Seattle,46-55
658,2023-11-16,Phoenix,55+
659,2024-07-23,Seattle,26-35
660,2024-05-17,New York,46-55
661,2023-11-10,New York,26-35
662,2025-05-19,Los Angeles,18-25
663,2024-06-17,Chicago,36-45
664,2023-07-28,Phoenix,36-45
665,2023-03-31,Los Angeles,26-35
666,2023-05-15,Chicago,18-25
667,2023-08-05,Houston,18-25
668,2023-05-22,Houston,26-35
669,2023-06-14,Chicago,18-25
670,2023-09-09,New York,18-25
671,2023-06-02,New York,26-35
672,2025-03-01,Houston,55+
673,2023-03-12,New York,46-55
674,2024-04-07,Seattle,26-35
675,2023-12-28,New York,55+
676,2025-05-15,Chicago,36-45
677,2023-04-09,Boston,26-35
678,2023-12-17,Chicago,26-35
679,2025-05-04,New York,26-35
680,2025-02-01,Chicago,26-35
681,2024-12-20,Phoenix,26-35
682,2023-08-16,Houston,36-45
683,2023-05-31,Boston,36-45
684,2024-08-12,Phoenix,46-55
685,2025-03-29,Phoenix,26-35
686,2024-05-05,New York,36-45
687,2024-05-18,New York,36-45
688,2023-09-04,Phoenix,55+
689,2024-11-08,Phoenix,26-35
690,2023-06-14,Los Angeles,55+
691,2023-10-13,Los Angeles,46-55
692,2024-01-10,Seattle,36-45
693,2024-03-23,Houston,36-45
694,2023-08-02,Phoenix,18-25
695,2023-04-12,Chicago,55+
696,2024-06-21,Boston,18-25
697,2023-09-12,Los Angeles,36-45
698,2024-05-27,New York,26-35
699,2023-05-16,Phoenix,26-35
700,2024-02-28,Chicago,36-45
701,2024-04-14,Boston,55+
702,2023-02-15,Chicago,26-35
703,2023-10-24,Seattle,55+
704,2023-04-29,Chicago,36-45
705,2023-02-25,New York,18-25
706,2025-05-22,Los Angeles,18-25
707,2023-10-11,Chicago,36-45
708,2024-12-14,Boston,18-25
709,2023-08-13,Los Angeles,26-35
710,2024-08-23,Seattle,18-25
711,2024-10-31,Seattle,26-35
712,2024-06-08,Houston,36-45
713,2024-02-20,New York,26-35
714,2023-12-29,Los Angeles,18-25
715,2023-11-04,Seattle,26-35
716,2025-03-29,Seattle,26-35
717,2025-01-01,Los Angeles,18-25
718,2025-04-30,Chicago,36-45
719,2023-04-20,Boston,36-45
720,2024-10-05,Chicago,18-25
721,2025-04-06,Boston,26-35
722,2023-06-09,Seattle,26-35
723,2023-02-28,Seattle,26-35
724,2024-10-14,New York,36-45
725,2024-05-21,Los Angeles,26-35
726,2025-01-11,Phoenix,26-35
727,2023-05-04,Seattle,46-55
728,2024-12-01,Boston,18-25
729,2023-06-27,Boston,36-45
730,2023-05-25,Chicago,36-45
731,2023-05-25,Chicago,26-35
732,2024-12-18,Seattle,36-45
733,2024-08-09,Seattle,36-45
734,2024-04-05,Houston,26-35
735,2023-11-13,Boston,36-45
736,2025-02-11,New York,46-55
737,2023-12-12,Los Angeles,55+
738,2024-12-20,Los Angeles,36-45
739,2024-01-22,Los Angeles,46-55
740,2023-11-29,Boston,18-25
741,2024-02-12,Chicago,36-45
742,2023-09-23,New York,26-35
743,2024-10-20,Los Angeles,18-25
744,2024-03-18,Boston,36-45
745,2023-07-24,Phoenix,36-45
746,2025-03-03,Seattle,26-35
747,2023-12-05,Houston,36-45
748,2024-04-23,Houston,26-35
749,2025-03-09,Los Angeles,26-35
750,2024-07-03,Chicago,26-35
751,2023-04-13,Houston,26-35
752,2025-04-07,Houston,26-35
753,2024-07-07,Houston,36-45
754,2023-10-23,Houston,18-25
755,2023-05-03,Los Angeles,18-25
756,2024-11-30,Boston,36-45
757,2024-06-30,New York,36-45
758,2024-04-14,New York,26-35
759,2025-02-26,Chicago,18-25
760,2024-11-25,Boston,26-35
761,2023-05-14,Seattle,46-55
762,2023-10-02,Phoenix,46-55
763,2023-08-07,New York,36-45
764,2024-10-17,Phoenix,18-25
765,2023-01-30,New York,36-45
766,2024-05-17,New York,26-35
767,2024-11-02,Chicago,26-35
768,2025-02-11,Houston,18-25
769,2023-10-29,Chicago,46-55
770,2024-12-24,New York,36-45
771,2023-04-08,Boston,36-45
772,2025-01-15,Houston,36-45
773,2023-04-23,Boston,26-35
774,2023-12-17,Boston,26-35
775,2024-12-03,Boston,36-45
776,2023-05-13,Houston,36-45
777,2023-07-21,Boston,46-55
778,2024-09-28,Houston,26-35
779,2024-09-26,Phoenix,46-55
780,2024-07-18,Seattle,26-35
781,2024-09-03,New York,36-45
782,2024-04-23,Los Angeles,26-35
783,2023-08-10,Boston,55+
784,2023-11-01,Chicago,18-25
785,2023-06-09,Phoenix,36-45
786,2025-03-11,Chicago,36-45
787,2024-05-28,Los Angeles,18-25
788,2023-12-20,Houston,18-25
